"Alone","Copartisans","Opposition","Name","State","District","MarVicGen","MarVicPrim","MADemVotePresidential","RedistYear","PercDelegationSameParty","DeviationFromMedian","Congress","Committee Chair","Committee Ranking Member","Lost","Ran for Higher Office","Retired"
0.06,0.64,0.3,"DELAGARZAE","TX",15,1.93,1.71,3.97,0,1.2,0.64,102,1,0,0,0,0
0.02,0.6,0.39,"DELAGARZAE","TX",15,0.4,1.71,3.97,3.45,1.4,0.54,103,1,0,0,0,0
0.09,0.55,0.37,"DELAGARZAE","TX",15,0.38,0.68,3.88,0,1.2,0.41,104,0,1,0,0,1
0.3,0.44,0.26,"DICKINSONWILLIAML","AL",2,0.27,1.71,4.57,0,0.2,1.04,93,0,1,0,0,0
0.2,0.52,0.29,"DICKINSONWILLIAML","AL",2,0.62,1.71,4.68,0,0.2,1.07,94,0,1,0,0,0
0.08,0.62,0.3,"DICKINSONWILLIAML","AL",2,0.29,1.71,4.58,0,0.2,1.12,95,0,1,0,0,0
0.01,0.52,0.47,"DICKINSONWILLIAML","AL",2,0.05,1.71,4.54,0,0.13,1.42,102,0,1,0,0,1
0.25,0.38,0.37,"DUNCANJOHNJ","TN",2,1.93,1.71,4.55,0,0.33,0.67,93,0,0,0,0,0
0.26,0.29,0.45,"DUNCANJOHNJ","TN",2,0.81,1.58,4.54,0,0.2,0.69,94,0,0,0,0,0
0.26,0.33,0.41,"DUNCANJOHNJ","TN",2,0.5,1.59,4.49,0,0.2,0.72,95,0,0,0,0,0
0.13,0.42,0.46,"DUNCANJOHNJ","TN",2,1.23,1.71,4.34,0,0.13,0.69,96,0,0,0,0,0
0.14,0.44,0.42,"DUNCANJOHNJ","TN",2,1.01,1.71,4.37,0,0.2,0.74,97,0,0,0,0,0
0.05,0.4,0.55,"DUNCANJOHNJ","TN",2,1.93,1.71,4.24,0,0.2,0.86,98,0,0,0,0,0
0.09,0.43,0.48,"DUNCANJOHNJ","TN",2,1.06,1.71,4.29,0,0.2,0.91,99,0,1,0,0,0
0.1,0.47,0.44,"DUNCANJOHNJ","TN",2,1.01,1.71,4.29,0,0.2,0.91,100,0,1,0,0,1
0.65,0.19,0.15,"EDWARDSJACK","AL",1,1.2,1.71,4.62,0,0.2,0.71,93,0,0,0,0,0
0.4,0.36,0.24,"EDWARDSJACK","AL",1,0.45,1.71,4.72,0,0.2,0.73,94,0,0,0,0,0
0.46,0.32,0.21,"EDWARDSJACK","AL",1,0.48,1.71,4.65,0,0.2,0.76,95,0,0,0,0,0
0.32,0.37,0.31,"EDWARDSJACK","AL",1,0.54,1.71,4.6,0,0.13,0.73,96,0,0,0,0,0
0.19,0.43,0.38,"EDWARDSJACK","AL",1,1.73,1.71,4.59,0,0.13,0.77,97,0,0,0,0,0
0.15,0.66,0.2,"ERLENBORNJOHNN","IL",14,0.88,1.71,4.48,0,0.87,0.82,93,0,0,0,0,0
0.12,0.56,0.32,"ERLENBORNJOHNN","IL",14,0.64,1.71,4.53,0,0.73,0.84,94,0,0,0,0,0
0.06,0.63,0.31,"ERLENBORNJOHNN","IL",14,0.94,1.15,4.6,0,0.8,0.88,95,0,0,0,0,0
0.06,0.63,0.31,"ERLENBORNJOHNN","IL",14,0.97,1.71,4.37,0,0.87,0.84,96,0,0,0,0,0
0.09,0.59,0.32,"ERLENBORNJOHNN","IL",14,1.04,1.07,4.46,0,0.93,0.89,97,0,0,0,0,0
0.32,0.44,0.23,"ERLENBORNJOHNN","IL",13,0.77,0.73,4.33,0,0.67,1.04,98,0,1,0,0,1
0.23,0.58,0.2,"EVANSFRANKE","CO",3,0.63,1.71,3.51,0,0.13,0.78,93,0,0,0,0,0
0.16,0.65,0.19,"EVANSFRANKE","CO",3,0.69,0.42,3.45,0,0.2,0.8,94,0,0,0,0,0
0.24,0.56,0.21,"EVANSFRANKE","CO",3,0.08,0.88,3.47,0,0.2,0.84,95,0,0,0,0,1
0.16,0.63,0.21,"FOLEYTHOMASS","WA",5,1.21,1.71,3.66,0,0.4,0.96,93,0,0,0,0,0
0.14,0.66,0.21,"FOLEYTHOMASS","WA",5,0.55,1.39,3.62,0,0.4,0.98,94,1,0,0,0,0
0.28,0.57,0.15,"FOLEYTHOMASS","WA",5,0.34,1.71,3.61,0,0.33,1.03,95,1,0,0,0,0
0.32,0.45,0.23,"FOLEYTHOMASS","WA",5,0.11,1.38,3.61,0,0.4,0.99,96,1,0,0,0,0
0.15,0.52,0.33,"FOLEYTHOMASS","WA",5,0.07,1.71,3.55,0,0.33,1.05,97,0,0,0,0,0
0.1,0.64,0.27,"FOLEYTHOMASS","WA",5,0.55,1.46,3.5,0,0.33,1.22,98,0,0,0,0,0
0.09,0.64,0.27,"FOLEYTHOMASS","WA",5,0.76,1.71,3.47,0,0.33,1.3,99,0,0,0,0,0
0.17,0.57,0.25,"FOLEYTHOMASS","WA",5,0.96,1.71,3.46,0,0.33,1.3,100,0,0,0,0,0
0,0.62,0.37,"FOLEYTHOMASS","WA",5,1.02,1.71,3.47,0,0.33,1.33,101,0,0,0,0,0
0.01,0.74,0.25,"FOLEYTHOMASS","WA",5,0.73,1.71,3.46,0,0.33,1.3,102,0,0,0,0,0
0.02,0.62,0.36,"FOLEYTHOMASS","WA",5,0.2,1.71,3.44,3.45,0.53,1.1,103,0,0,1,0,0
0.06,0.77,0.17,"FORDWILLIAMD","MI",15,0.65,0.41,4.35,0,0.47,1.31,93,0,0,0,0,0
0.05,0.81,0.14,"FORDWILLIAMD","MI",15,1.12,1.71,4.24,0,0.8,1.35,94,0,0,0,0,0
0.02,0.83,0.15,"FORDWILLIAMD","MI",15,0.97,1.71,4.23,0,0.73,1.41,95,0,0,0,0,0
0.02,0.79,0.19,"FORDWILLIAMD","MI",15,1.18,1.71,4.18,0,0.87,1.35,96,0,0,0,0,0
0.03,0.73,0.23,"FORDWILLIAMD","MI",15,0.7,1.71,4.13,0,0.73,1.44,97,1,0,0,0,0
0.03,0.79,0.18,"FORDWILLIAMD","MI",15,0.92,1.1,4.12,0,0.73,1.68,98,1,0,0,0,0
0.05,0.74,0.21,"FORDWILLIAMD","MI",15,0.38,1.71,4.06,0,0.73,1.78,99,1,0,0,0,0
0.03,0.75,0.22,"FORDWILLIAMD","MI",15,0.99,1.58,4.2,0,0.73,1.78,100,1,0,0,0,0
0.01,0.62,0.37,"FORDWILLIAMD","MI",15,0.57,1.71,4.16,0,0.73,1.83,101,1,0,0,0,0
0.01,0.75,0.23,"FORDWILLIAMD","MI",15,0.49,1.71,4.11,0,0.73,1.78,102,0,1,0,0,0
0.07,0.62,0.31,"GETTYSTOMS","SC",5,0.42,1.71,3.74,0,0.27,0.01,93,0,0,0,0,1
0.13,0.62,0.25,"HAMILTONLEEH","IN",9,0.5,1.71,3.29,0,0.27,0.42,93,0,0,0,0,0
0.11,0.68,0.2,"HAMILTONLEEH","IN",9,0.82,1.71,3.23,0,0.6,0.43,94,0,0,0,0,0
0.23,0.6,0.17,"HAMILTONLEEH","IN",9,1.93,1.71,3.28,0,0.53,0.45,95,0,0,0,0,0
0.03,0.64,0.33,"HAMILTONLEEH","IN",9,0.6,1.71,3.29,0,0.47,0.43,96,0,0,0,0,0
0.01,0.64,0.35,"HAMILTONLEEH","IN",9,0.56,1.37,3.29,0,0.4,0.46,97,0,0,0,0,0
0.02,0.71,0.27,"HAMILTONLEEH","IN",9,0.67,1.71,3.27,0,0.33,0.53,98,0,0,0,0,0
0.08,0.64,0.28,"HAMILTONLEEH","IN",9,0.59,1.53,3.26,0,0.27,0.57,99,0,0,0,0,0
0.04,0.66,0.3,"HAMILTONLEEH","IN",9,0.86,1.56,3.21,0,0.4,0.57,100,0,0,0,0,0
0.07,0.58,0.36,"HAMILTONLEEH","IN",9,0.8,1.71,3.21,0,0.4,0.58,101,0,0,0,0,0
0.02,0.71,0.27,"HAMILTONLEEH","IN",9,0.73,1.43,3.16,0,0.53,0.57,102,0,0,0,0,0
0.01,0.63,0.36,"HAMILTONLEEH","IN",9,0.76,1.71,3.16,0,0.47,0.48,103,1,0,0,0,0
0.05,0.51,0.44,"HAMILTONLEEH","IN",9,0.08,1.11,3.17,0,0.27,0.36,104,0,1,0,0,0
0.01,0.56,0.44,"HAMILTONLEEH","IN",9,0.27,1.24,3.18,0,0.27,0.4,105,0,1,0,0,1
0.3,0.51,0.19,"HANLEYJAMESM","NY",32,0.35,1.71,3.27,0,1.4,0.74,93,0,0,0,0,0
0.21,0.62,0.17,"HANLEYJAMESM","NY",32,0.46,1.71,3.19,0,1.8,0.76,94,0,0,0,0,0
0.13,0.65,0.22,"HANLEYJAMESM","NY",32,0.29,1.71,3.17,0,1.8,0.8,95,0,0,0,0,0
0.15,0.59,0.26,"HANLEYJAMESM","NY",32,0.22,1.71,3.31,0,1.74,0.76,96,1,0,0,0,1
0.06,0.56,0.37,"HANSENGEORGEV","ID",2,0.22,0.08,4.87,0,0.13,1.58,94,0,0,0,0,0
0.14,0.49,0.37,"HANSENGEORGEV","ID",2,0.02,0.76,4.87,0,0.13,1.65,95,0,0,0,0,0
0.29,0.44,0.27,"HANSENGEORGEV","ID",2,0.28,0.19,4.85,0,0.13,1.59,96,0,0,0,0,0
0.25,0.44,0.32,"HANSENGEORGEV","ID",2,0.34,0.26,4.93,0,0.13,1.68,97,0,0,0,0,0
0.3,0.56,0.14,"HELSTOSKIHENRY","NJ",9,0.22,1.71,3.5,0,0.53,1.42,93,0,0,0,0,0
0.14,0.75,0.12,"HELSTOSKIHENRY","NJ",9,0.63,1.42,3.43,0,0.8,1.46,94,0,0,1,0,0
0.08,0.67,0.25,"HICKSFLOYDV","WA",6,0.85,1.71,3.94,0,0.4,0.96,93,0,0,0,0,0
0.07,0.77,0.17,"HICKSFLOYDV","WA",6,0.84,0.9,3.87,0,0.4,0.99,94,0,0,0,0,1
0.27,0.54,0.19,"HOWARDJAMESJ","NJ",3,0.11,1.71,3.58,0,0.53,1.12,93,0,0,0,0,0
0.15,0.7,0.15,"HOWARDJAMESJ","NJ",3,0.76,1.71,3.5,0,0.8,1.15,94,0,0,0,0,0
0.05,0.75,0.2,"HOWARDJAMESJ","NJ",3,0.49,1.71,3.49,0,0.73,1.2,95,0,0,0,0,0
0.03,0.72,0.26,"HOWARDJAMESJ","NJ",3,0.24,1.71,3.48,0,0.67,1.16,96,0,0,0,0,0
0.03,0.64,0.33,"HOWARDJAMESJ","NJ",3,0.02,1.71,3.42,0,0.53,1.23,97,1,0,0,0,0
0.01,0.75,0.24,"HOWARDJAMESJ","NJ",3,0.51,1.71,3.41,0,0.6,1.43,98,1,0,0,0,0
0.03,0.71,0.27,"HOWARDJAMESJ","NJ",3,0.15,1.4,3.35,0,0.53,1.52,99,1,0,0,0,0
0.01,0.74,0.25,"HOWARDJAMESJ","NJ",3,0.34,1.55,3.31,0,0.53,1.52,100,1,0,0,0,1
0.14,0.62,0.25,"HUNGATEWILLIAML","MO",9,0.64,1.71,3.77,0,0.6,0.69,93,0,0,0,0,0
0.1,0.7,0.2,"HUNGATEWILLIAML","MO",9,0.63,1.71,3.66,0,0.6,0.71,94,0,0,0,0,1
0.28,0.58,0.14,"JACOBSANDREWJR","IN",11,0.1,1.33,3.19,0,0.6,0.31,94,0,0,0,0,0
0.18,0.61,0.21,"JACOBSANDREWJR","IN",11,0.42,1.53,3.21,0,0.53,0.32,95,0,0,0,0,0
0.2,0.53,0.27,"JACOBSANDREWJR","IN",11,0.28,1.54,3.23,0,0.47,0.31,96,0,0,0,0,0
0.15,0.54,0.31,"JACOBSANDREWJR","IN",11,0.28,1.71,3.22,0,0.4,0.33,97,0,0,0,0,0
0.14,0.62,0.23,"JACOBSANDREWJR","IN",10,0.65,0.46,3.15,0,0.33,0.38,98,0,0,0,0,0
0.12,0.63,0.25,"JACOBSANDREWJR","IN",10,0.36,1.53,3.2,0,0.27,0.41,99,0,0,0,0,0
0.13,0.63,0.24,"JACOBSANDREWJR","IN",10,0.32,1.54,3.15,0,0.4,0.41,100,0,0,0,0,0
0.01,0.58,0.41,"JACOBSANDREWJR","IN",10,0.41,1.44,3.19,0,0.4,0.42,101,0,0,0,0,0
0.08,0.65,0.26,"JACOBSANDREWJR","IN",10,0.64,1.36,3.15,0,0.53,0.41,102,0,0,0,0,0
0.03,0.56,0.42,"JACOBSANDREWJR","IN",10,0.57,1.47,3.17,0,0.47,0.35,103,0,0,0,0,0
0.09,0.52,0.39,"JACOBSANDREWJR","IN",10,0.13,0.89,3.18,0,0.27,0.26,104,0,0,0,0,1
0.13,0.53,0.34,"MCEWENROBERTC","NY",30,0.62,1.27,4.05,0,1.07,0.7,93,0,0,0,0,0
0.14,0.44,0.43,"MCEWENROBERTC","NY",30,0.17,1.71,4.16,0,0.8,0.72,94,0,0,0,0,0
0.08,0.56,0.36,"MCEWENROBERTC","NY",30,0.16,1.71,4.18,0,0.67,0.75,95,0,0,0,0,0
0.03,0.52,0.45,"MCEWENROBERTC","NY",30,0.4,1.71,4.07,0,0.87,0.72,96,0,0,0,0,1
0.15,0.67,0.18,"MEEDSLLOYD","WA",2,0.4,1.71,3.79,0,0.4,1.1,93,0,0,0,0,0
0.17,0.67,0.15,"MEEDSLLOYD","WA",2,0.41,1.71,3.74,0,0.4,1.13,94,0,0,0,0,0
0.34,0.54,0.13,"MEEDSLLOYD","WA",2,0,0.93,3.74,0,0.33,1.18,95,0,0,0,0,1
0.26,0.62,0.12,"MINKPATSYT","HI",2,0.27,1.06,3.22,0,0.13,1.35,93,0,0,0,0,0
0.29,0.6,0.11,"MINKPATSYT","HI",2,0.49,1,3.1,0,0.07,1.39,94,0,0,0,1,0
0.03,0.6,0.37,"MINKPATSYT","HI",2,1.03,1.13,3.6,3.45,0.13,1.55,103,0,0,0,0,0
0.13,0.63,0.24,"MINKPATSYT","HI",2,0.94,1.19,3.62,0,0.13,1.16,104,0,0,0,0,0
0.07,0.74,0.19,"MINKPATSYT","HI",2,0.63,0.53,3.67,0,0.13,1.3,105,0,0,0,0,0
0.07,0.73,0.2,"MINKPATSYT","HI",2,0.93,1.36,3.72,0,0.13,1.47,106,0,0,0,0,0
0.03,0.44,0.53,"MINKPATSYT","HI",2,0.51,1.24,3.75,0,0.13,1.45,107,0,0,0,0,1
0.07,0.8,0.13,"OTTINGERRICHARDL","NY",24,0.51,1.71,3.78,0,1.8,1.27,94,0,0,0,0,0
0.06,0.78,0.16,"OTTINGERRICHARDL","NY",24,0.34,1.71,3.77,0,1.8,1.33,95,0,0,0,0,0
0.03,0.75,0.22,"OTTINGERRICHARDL","NY",24,0.41,1.71,3.86,0,1.74,1.28,96,0,0,0,0,0
0.05,0.71,0.25,"OTTINGERRICHARDL","NY",24,0.6,1.71,3.8,0,1.4,1.35,97,0,0,0,0,0
0.03,0.79,0.18,"OTTINGERRICHARDL","NY",20,0.43,1.71,4.57,0,1.13,1.58,98,0,0,0,0,1
0.29,0.51,0.2,"RONCALIOTENO","WY",1,0.07,1.71,"NA",0,0.07,1.03,93,0,0,0,0,0
0.19,0.65,0.16,"RONCALIOTENO","WY",1,0.18,1.71,"NA",0,0.07,1.07,94,0,0,0,0,0
0.21,0.57,0.22,"RONCALIOTENO","WY",1,0.25,1.23,"NA",0,0.07,1.11,95,0,0,0,0,1
0.19,0.47,0.34,"SATTERFIELDDAVIDE3D","VA",3,1.93,1.71,3.1,0,0.2,0.91,93,0,0,0,0,0
0.34,0.39,0.27,"SATTERFIELDDAVIDE3D","VA",3,1.53,1.71,3.01,0,0.33,0.94,94,0,0,0,0,0
0.41,0.37,0.23,"SATTERFIELDDAVIDE3D","VA",3,1.47,1.71,3.04,0,0.27,0.98,95,0,0,0,0,0
0.19,0.41,0.4,"SATTERFIELDDAVIDE3D","VA",3,1.46,1.71,3.08,0,0.27,0.94,96,0,0,0,0,1
0.06,0.81,0.13,"SCHEUERJAMESH","NY",11,1.3,0.12,4.26,0,1.8,1.41,94,0,0,0,0,0
0.02,0.81,0.18,"SCHEUERJAMESH","NY",11,1.22,0.73,4.35,0,1.8,1.48,95,0,0,0,0,0
0.01,0.75,0.24,"SCHEUERJAMESH","NY",11,1.25,1.71,4.4,0,1.74,1.42,96,0,0,0,0,0
0.01,0.76,0.22,"SCHEUERJAMESH","NY",8,1.51,1.71,4.22,0,1.13,1.76,98,0,0,0,0,0
0.01,0.74,0.25,"SCHEUERJAMESH","NY",8,0.57,1.71,4.21,0,1.07,1.86,99,0,0,0,0,0
0.01,0.77,0.23,"SCHEUERJAMESH","NY",8,1.53,1.71,4.16,0,1.27,1.86,100,0,0,0,0,0
0.07,0.59,0.34,"SCHEUERJAMESH","NY",8,1.77,1.71,4.18,0,1.27,1.91,101,0,0,0,0,0
0.01,0.76,0.23,"SCHEUERJAMESH","NY",8,1.12,1.71,4.31,0,1.27,1.86,102,0,0,0,0,1
0.21,0.51,0.28,"SMITHHENRYPIII","NY",36,0.24,1.71,4.39,0,1.07,0.55,93,0,0,0,0,1
0.07,0.56,0.37,"STANTONJWILLIAM","OH",11,0.7,1.71,4.24,0,1.07,0.39,93,0,0,0,0,0
0.06,0.46,0.48,"STANTONJWILLIAM","OH",11,0.84,1.71,4.16,0,0.8,0.42,95,0,1,0,0,0
0.06,0.48,0.47,"STANTONJWILLIAM","OH",11,0.8,1.71,4.16,0,0.8,0.41,96,1,0,0,0,0
0.06,0.51,0.43,"STANTONJWILLIAM","OH",11,0.83,1.71,4.19,0,0.87,0.43,97,1,0,0,0,1
0.12,0.67,0.21,"VIGORITOJOSEPHP","PA",24,0.73,1.38,3.95,0,0.87,0.7,93,0,0,0,0,0
0.11,0.72,0.16,"VIGORITOJOSEPHP","PA",24,0.33,0.79,3.8,0,0.93,0.72,94,0,0,1,0,0
0.3,0.53,0.17,"WHITERICHARDC","TX",16,1.93,1.71,3.65,0,1.2,0.2,93,0,0,0,0,0
0.23,0.57,0.2,"WHITERICHARDC","TX",16,1.93,1.71,3.51,0,1.33,0.2,94,0,0,0,0,0
0.24,0.49,0.27,"WHITERICHARDC","TX",16,0.3,0.41,3.53,0,1.4,0.21,95,0,0,0,0,0
0.16,0.51,0.33,"WHITERICHARDC","TX",16,0.77,1.02,3.59,0,1.2,0.2,96,0,0,0,0,0
0.19,0.45,0.36,"WHITERICHARDC","TX",16,1.34,1.71,3.56,0,1.2,0.22,97,0,0,0,0,1
0.09,0.69,0.22,"WOLFFLESTERL","NY",6,0.16,1.71,3.7,0,1.4,0.81,93,0,0,0,0,0
0.1,0.72,0.17,"WOLFFLESTERL","NY",6,0.82,1.71,3.58,0,1.8,0.83,94,0,0,0,0,0
0.12,0.7,0.18,"WOLFFLESTERL","NY",6,0.51,1.71,3.6,0,1.8,0.87,95,0,0,0,0,0
0.07,0.69,0.24,"WOLFFLESTERL","NY",6,0.49,1.71,3.7,0,1.74,0.83,96,0,0,1,0,0
0.33,0.36,0.31,"WYATTWENDELL","OR",1,0.72,1.71,4.18,0,0.13,0.32,93,0,0,0,0,1
0.36,0.41,0.23,"BROWNCLARENCEJR","OH",7,0.9,1.71,4.48,0,1.07,0.78,93,0,0,0,0,0
0.15,0.54,0.31,"BROWNCLARENCEJR","OH",7,0.71,1.71,4.42,0,0.93,0.81,94,0,0,0,0,0
0.08,0.52,0.4,"BROWNCLARENCEJR","OH",7,0.57,1.71,4.4,0,0.8,0.85,95,0,0,0,0,0
0.06,0.52,0.42,"BROWNCLARENCEJR","OH",7,1.93,1.71,4.38,0,0.8,0.81,96,0,0,0,0,0
0.09,0.52,0.39,"BROWNCLARENCEJR","OH",7,1.01,1.71,4.4,0,0.87,0.86,97,0,0,0,1,0
0.02,0.68,0.3,"JONESWALTERB","NC",1,0.73,1.71,4.12,0,0.47,0.32,93,0,0,0,0,0
0.02,0.7,0.28,"JONESWALTERB","NC",1,1.06,1.36,3.95,0,0.47,0.33,94,0,0,0,0,0
0.02,0.66,0.32,"JONESWALTERB","NC",1,1.05,0.57,4,0,0.53,0.34,95,0,0,0,0,0
0.03,0.63,0.34,"JONESWALTERB","NC",1,1.16,1.22,4.02,0,0.47,0.33,96,0,0,0,0,0
0.03,0.57,0.4,"JONESWALTERB","NC",1,1.93,1.01,4.01,0,0.4,0.35,97,1,0,0,0,0
0.02,0.67,0.31,"JONESWALTERB","NC",1,1.24,1.12,4.02,0,0.53,0.41,98,1,0,0,0,0
0.03,0.63,0.34,"JONESWALTERB","NC",1,0.66,0.39,3.98,0,0.33,0.43,99,1,0,0,0,0
0.04,0.66,0.3,"JONESWALTERB","NC",1,0.76,1.71,3.9,0,0.4,0.43,100,1,0,0,0,0
0,0.6,0.39,"JONESWALTERB","NC",1,0.59,1.71,3.88,0,0.47,0.45,101,1,0,0,0,0
0.03,0.65,0.31,"JONESWALTERB","NC",1,0.57,1.71,3.84,0,0.4,0.43,102,1,0,0,0,1
0.11,0.7,0.19,"REESTHOMASN","CA",26,0.82,1.52,4.72,0,1.6,1.46,93,0,0,0,0,0
0.09,0.78,0.13,"REESTHOMASN","CA",23,0.83,1.48,4.09,0,1.87,1.5,94,0,0,0,0,1
0.25,0.63,0.12,"WALDIEJEROMER","CA",14,1.07,1.71,4.15,0,1.6,1.39,93,0,0,0,1,0
0.23,0.48,0.29,"VANDERJAGTGUY","MI",9,0.78,1.71,4.26,0,0.8,0.66,93,0,0,0,0,0
0.16,0.47,0.37,"VANDERJAGTGUY","MI",9,0.28,1.71,4.29,0,0.47,0.68,94,0,0,0,0,0
0.2,0.49,0.31,"VANDERJAGTGUY","MI",9,0.79,1.71,4.33,0,0.53,0.71,95,0,0,0,0,0
0.09,0.51,0.39,"VANDERJAGTGUY","MI",9,1.8,1.71,4.37,0,0.4,0.72,97,0,0,0,0,0
0.04,0.44,0.52,"VANDERJAGTGUY","MI",9,0.82,1.71,4.39,0,0.4,0.9,99,0,0,0,0,0
0.05,0.47,0.48,"VANDERJAGTGUY","MI",9,0.56,1.71,4.21,0,0.4,0.89,100,0,0,0,0,0
0.04,0.4,0.56,"VANDERJAGTGUY","MI",9,0.77,1.71,4.24,0,0.4,0.92,101,0,0,0,0,0
0.05,0.43,0.52,"VANDERJAGTGUY","MI",9,0.18,1.71,4.25,0,0.4,0.89,102,0,0,1,0,0
0.15,0.56,0.29,"BEVILLTOM","AL",4,0.77,1.43,3.12,0,0.27,0.25,93,0,0,0,0,0
0.08,0.61,0.31,"BEVILLTOM","AL",4,1.92,1.71,3.01,0,0.27,0.26,94,0,0,0,0,0
0.08,0.62,0.3,"BEVILLTOM","AL",4,1.18,1.06,3.18,0,0.27,0.27,95,0,0,0,0,0
0.01,0.66,0.33,"BEVILLTOM","AL",4,1.93,1.49,3.22,0,0.27,0.26,96,0,0,0,0,0
0.01,0.59,0.4,"BEVILLTOM","AL",4,1.85,1.71,3.28,0,0.27,0.28,97,0,0,0,0,0
0.02,0.67,0.31,"BEVILLTOM","AL",4,1.93,1.71,3.28,0,0.33,0.32,98,0,0,0,0,0
0.01,0.65,0.34,"BEVILLTOM","AL",4,1.93,1.31,3.27,0,0.33,0.34,99,0,0,0,0,0
0.01,0.66,0.33,"BEVILLTOM","AL",4,1.06,1.71,3.26,0,0.33,0.34,100,0,0,0,0,0
0.01,0.61,0.38,"BEVILLTOM","AL",4,1.79,1.71,3.26,0,0.27,0.35,101,0,0,0,0,0
0.01,0.66,0.32,"BEVILLTOM","AL",4,1.92,1.71,3.26,0,0.33,0.34,102,0,0,0,0,0
0.03,0.61,0.36,"BEVILLTOM","AL",4,0.78,1.71,3.26,0,0.27,0.29,103,0,0,0,0,0
0.01,0.52,0.47,"BEVILLTOM","AL",4,"NA",1.71,3.25,0,0.27,0.22,104,0,0,0,0,1
0.11,0.48,0.42,"BIESTEREDWARDGJR","PA",8,0.56,1.07,3.89,0,0.67,0.01,93,0,0,0,0,0
0.05,0.47,0.49,"BIESTEREDWARDGJR","PA",8,0.3,0.57,4.02,0,0.67,0.01,94,0,0,0,0,1
0.15,0.52,0.34,"BLACKBURNBEN","GA",4,1,1.71,3.42,0,0.07,1.03,93,0,0,1,0,0
0.07,0.73,0.2,"BRASCOFRANK","NY",11,0.86,0.81,4.44,0,1.4,1.15,93,0,0,0,0,1
0.43,0.4,0.18,"BRINKLEYJACK","GA",3,1.93,1.71,3.95,0,0.6,0.11,93,0,0,0,0,0
0.37,0.46,0.18,"BRINKLEYJACK","GA",3,1.46,1.71,3.75,0,0.67,0.11,94,0,0,0,0,0
0.35,0.46,0.19,"BRINKLEYJACK","GA",3,1.5,1.71,3.87,0,0.6,0.11,95,0,0,0,0,0
0.19,0.5,0.31,"BRINKLEYJACK","GA",3,1.93,1.71,3.95,0,0.6,0.11,96,0,0,0,0,0
0.13,0.52,0.35,"BRINKLEYJACK","GA",3,1.93,1.71,4,0,0.53,0.12,97,0,0,0,0,1
0.12,0.53,0.36,"BROWNGARYE","MI",3,0.38,1.71,4.28,0,0.8,0.7,93,0,0,0,0,0
0.12,0.46,0.43,"BROWNGARYE","MI",3,0.07,1.71,4.31,0,0.47,0.72,94,0,0,0,0,0
0.1,0.5,0.4,"BROWNGARYE","MI",3,0.04,0.49,4.33,0,0.53,0.76,95,0,0,1,0,0
0.49,0.27,0.24,"BURKEJHERBERT","FL",12,0.5,1.71,4.62,0,0.27,0.84,93,0,0,0,0,0
0.32,0.29,0.39,"BURKEJHERBERT","FL",12,0.04,0.84,4.83,0,0.33,0.87,94,0,0,0,0,0
0.22,0.42,0.36,"DELLENBACKJOHN","OR",4,0.49,0.99,4.1,0,0.13,0.53,93,0,0,1,0,0
0.05,0.83,0.12,"ECKHARDTBOB","TX",8,0.58,0.72,3.92,0,1.2,1.47,93,0,0,0,0,0
0.09,0.79,0.12,"ECKHARDTBOB","TX",8,0.86,0.92,3.76,0,1.33,1.51,94,0,0,0,0,0
0.18,0.71,0.11,"ECKHARDTBOB","TX",8,0.42,1.07,3.84,0,1.4,1.58,95,0,0,0,0,0
0.09,0.72,0.18,"ECKHARDTBOB","TX",8,0.45,0.12,3.88,0,1.2,1.52,96,0,0,1,0,0
0.12,0.67,0.21,"EILBERGJOSHUA","PA",4,0.23,1.71,4.65,0,0.87,1.17,93,0,0,0,0,0
0.15,0.71,0.14,"EILBERGJOSHUA","PA",4,0.81,0.91,4.44,0,0.93,1.2,94,0,0,0,0,0
0.12,0.68,0.2,"EILBERGJOSHUA","PA",4,0.68,1.71,4.44,0,1.07,1.26,95,0,0,1,0,0
0.23,0.42,0.35,"ESCHMARVINL","MI",2,0.25,1.71,4.15,0,0.8,0.28,93,0,0,0,0,0
0.21,0.36,0.43,"ESCHMARVINL","MI",2,0.14,1.71,4.19,0,0.47,0.29,94,0,0,0,1,0
0.08,0.55,0.37,"ESHLEMANEDWIND","PA",16,0.91,1.71,4.25,0,0.67,0.78,93,0,0,0,0,0
0.12,0.54,0.34,"ESHLEMANEDWIND","PA",16,0.56,1.16,4.36,0,0.67,0.8,94,0,0,0,0,1
0.2,0.32,0.48,"GUDEGILBERT","MD",8,0.54,1.71,3.73,0,0.2,0.24,93,0,0,0,0,0
0.18,0.28,0.54,"GUDEGILBERT","MD",8,0.62,1.22,3.85,0,0.2,0.24,94,0,1,0,0,1
0.26,0.38,0.36,"HAMMERSCHMIDTJOHNP","AR",3,1.06,1.71,4.21,0,0.07,0.74,93,0,1,0,0,0
0.45,0.25,0.3,"HAMMERSCHMIDTJOHNP","AR",3,0.07,1.71,4.3,0,0.07,0.76,94,0,1,0,0,0
0.37,0.32,0.3,"HAMMERSCHMIDTJOHNP","AR",3,1.1,1.71,4.09,0,0.13,0.76,96,0,1,0,0,0
0.19,0.33,0.49,"HAMMERSCHMIDTJOHNP","AR",3,0.62,1.71,4.11,0,0.13,0.95,98,0,1,0,0,0
