"Alone","Copartisans","Opposition","Name","State","District","MarVicGen","MarVicPrim","MADemVotePresidential","RedistYear","PercDelegationSameParty","DeviationFromMedian","Congress","Committee Chair","Committee Ranking Member","Lost","Ran for Higher Office","Retired"
0.04,0.69,0.27,"BURTONDAN","IN",6,1.02,1.71,4.82,0,0.4,1.47,105,1,0,0,0,0
0.04,0.69,0.28,"BURTONDAN","IN",6,1.2,1.16,4.8,0,0.4,1.65,106,1,0,0,0,0
0.01,0.56,0.43,"BURTONDAN","IN",6,0.88,1.01,4.79,0,0.4,1.63,107,1,0,0,0,0
0.01,0.56,0.43,"BURTONDAN","IN",5,0.93,1.16,4.72,0,0.4,"NA",108,0,0,0,0,0
0.01,0.36,0.62,"CHANDLERRODD","WA",8,0.27,0.24,4.88,0,0.2,0.85,98,0,0,0,0,0
0.01,0.42,0.57,"CHANDLERRODD","WA",8,0.48,1.71,4.84,0,0.2,0.91,99,0,0,0,0,0
0.01,0.44,0.54,"CHANDLERRODD","WA",8,0.59,1.71,4.69,0,0.2,0.91,100,0,0,0,0,0
0.02,0.41,0.57,"CHANDLERRODD","WA",8,0.81,1.71,4.61,0,0.2,0.93,101,0,0,0,0,0
0.01,0.54,0.44,"CHANDLERRODD","WA",8,0.24,1.18,4.57,0,0.2,0.91,102,0,0,0,1,0
0.02,0.71,0.27,"CLARKEJAMESMCC","NC",11,0.02,1.28,3.51,0,0.53,0.59,98,0,0,1,0,0
0.01,0.72,0.28,"CLARKEJAMESMCC","NC",11,0.03,0.85,3.42,0,0.4,0.63,100,0,0,0,0,0
0.01,0.61,0.38,"CLARKEJAMESMCC","NC",11,0.01,1.71,3.41,0,0.47,0.64,101,0,0,1,0,0
0.05,0.73,0.22,"COLEMANRONALDD","TX",16,0.19,0.3,3.52,0,1.27,1.12,98,0,0,0,0,0
0.01,0.73,0.26,"COLEMANRONALDD","TX",16,0.61,1.71,3.51,0,1.13,1.18,100,0,0,0,0,0
0.02,0.59,0.39,"COLEMANRONALDD","TX",16,1.93,1.71,3.54,0,1.13,1.22,101,0,0,0,0,0
0.02,0.73,0.25,"COLEMANRONALDD","TX",16,1.77,1.71,3.54,0,1.2,1.19,102,0,0,0,0,0
0.02,0.57,0.42,"COLEMANRONALDD","TX",16,0.07,0.73,3.55,3.45,1.4,1,103,0,0,0,0,0
0.04,0.66,0.3,"COLEMANRONALDD","TX",16,0.28,0.41,3.49,0,1.2,0.75,104,0,0,0,0,1
0.01,0.73,0.26,"COOPERJIM","TN",4,0.62,0.63,4.07,0,0.4,0.36,98,0,0,0,0,0
0.01,0.69,0.29,"COOPERJIM","TN",4,0.97,1.71,4.02,0,0.4,0.38,99,0,0,0,0,0
0.01,0.71,0.28,"COOPERJIM","TN",4,1.93,1.71,3.97,0,0.4,0.38,100,0,0,0,0,0
0.02,0.62,0.36,"COOPERJIM","TN",4,1.93,1.71,3.93,0,0.4,0.39,101,0,0,0,0,0
0.01,0.72,0.27,"COOPERJIM","TN",4,0.75,1.71,3.91,0,0.4,0.38,102,0,0,0,0,0
0.06,0.6,0.34,"COOPERJIM","TN",4,0.63,1.34,3.9,0,0.4,0.32,103,0,0,0,1,0
0.01,0.53,0.47,"COOPERJIM","TN",5,0.61,0.54,3.95,0,0.33,"NA",108,0,0,0,0,0
0,0.45,0.55,"DEWINERMICHAEL","OH",7,0.28,1.14,4.35,0,0.13,0.99,98,0,0,0,0,0
0.01,0.48,0.51,"DEWINEMIKE","OH",7,1.93,1.71,4.47,0,0.67,1.05,100,0,0,0,0,0
0.12,0.37,0.52,"DEWINEMIKE","OH",7,0.92,1.71,4.5,0,0.67,1.08,101,0,0,0,0,1
0.01,0.71,0.28,"DURBINRICHARD","IL",20,0.01,0.87,3.61,0,0.8,1.21,98,0,0,0,0,0
0.01,0.73,0.26,"DURBINRICHARD","IL",20,0.44,1.45,3.58,0,0.87,1.28,99,0,0,0,0,0
0.01,0.73,0.26,"DURBINRICHARD","IL",20,0.7,1.71,3.74,0,0.87,1.28,100,0,0,0,0,0
0.03,0.57,0.4,"DURBINRICHARD","IL",20,0.73,1.71,3.74,0,0.93,1.32,101,0,0,0,0,0
0.02,0.75,0.23,"DURBINRICHARD","IL",20,0.63,1.71,3.76,0,1,1.28,102,0,0,0,0,0
0.01,0.58,0.42,"DURBINRICHARD","IL",20,0.25,1.71,3.75,0,0.73,1.09,103,0,0,0,0,0
0.04,0.64,0.32,"DURBINRICHARD","IL",20,0.19,1.71,3.77,0,0.67,0.82,104,0,0,0,1,0
0.03,0.67,0.3,"ERDREICHBEN","AL",6,0.13,1.71,3.17,0,0.33,0.08,98,0,0,0,0,0
0.03,0.65,0.32,"ERDREICHBEN","AL",6,0.38,1.29,3.16,0,0.33,0.08,99,0,0,0,0,0
0.03,0.63,0.34,"ERDREICHBEN","AL",6,0.89,1.71,3.16,0,0.33,0.08,100,0,0,0,0,0
0.03,0.58,0.39,"ERDREICHBEN","AL",6,0.65,1.71,3.17,0,0.27,0.09,101,0,0,0,0,0
0.03,0.65,0.32,"ERDREICHBEN","AL",6,1.7,1.71,3.17,0,0.33,0.08,102,0,0,1,0,0
0.01,0.77,0.22,"EVANSLANE","IL",17,0.11,1.71,3.51,0,0.8,1.47,98,0,0,0,0,0
0.01,0.75,0.24,"EVANSLANE","IL",17,0.26,1.71,3.51,0,0.87,1.56,99,0,0,0,0,0
0,0.77,0.23,"EVANSLANE","IL",17,0.22,1.71,3.67,0,0.87,1.56,100,0,0,0,0,0
0,0.62,0.37,"EVANSLANE","IL",17,0.58,1.71,3.69,0,0.93,1.61,101,0,0,0,0,0
0.01,0.79,0.21,"EVANSLANE","IL",17,0.64,1.71,3.71,0,1,1.56,102,0,0,0,0,0
0,0.69,0.3,"EVANSLANE","IL",17,0.18,1.71,3.72,0,0.67,0.99,104,0,0,0,0,0
0.01,0.75,0.24,"EVANSLANE","IL",17,0.09,1.71,3.73,0,0.67,1.12,105,0,1,0,0,0
0,0.75,0.25,"EVANSLANE","IL",17,0.06,1.71,3.7,0,0.67,1.25,106,0,1,0,0,0
0.02,0.54,0.44,"EVANSLANE","IL",17,0.19,1.71,3.72,0,0.67,1.24,107,0,1,0,0,0
0.01,0.5,0.49,"EVANSLANE","IL",17,0.48,1.71,3.74,0,0.6,"NA",108,0,1,0,0,0
0.01,0.79,0.2,"FEIGHANEDWARDF","OH",19,0.41,0.03,3.94,0,0.33,0.99,98,0,0,0,0,0
0,0.75,0.25,"FEIGHANEDWARDF","OH",19,0.18,1.38,3.79,0,0.73,1.05,100,0,0,0,0,0
0.01,0.62,0.37,"FEIGHANEDWARDF","OH",19,0.79,1.71,3.77,0,0.67,1.08,101,0,0,0,0,0
0,0.74,0.26,"FEIGHANEDWARDF","OH",19,0.57,1.19,3.7,0,0.73,1.05,102,0,0,0,0,1
0.01,0.44,0.55,"FRANKLINWILLIAMW","MS",2,0.04,1.71,4.43,0,0.13,1.11,98,0,0,0,0,0
0.04,0.4,0.56,"GEKASGEORGEW","PA",17,0.3,0.47,4.29,0,0.53,1.34,98,0,0,0,0,0
0.04,0.44,0.52,"GEKASGEORGEW","PA",17,0.87,1.26,4.34,0,0.4,1.42,99,0,0,0,0,0
0.07,0.49,0.44,"GEKASGEORGEW","PA",17,0.91,1.71,4.38,0,0.53,1.42,100,0,0,0,0,0
0.02,0.39,0.6,"GEKASGEORGEW","PA",17,1.93,1.71,4.41,0,0.6,1.46,101,0,0,0,0,0
0.06,0.43,0.5,"GEKASGEORGEW","PA",17,1.93,1.71,4.32,0,0.6,1.42,102,0,0,0,0,0
0.03,0.4,0.57,"GEKASGEORGEW","PA",17,0.75,1.71,4.36,0,0.67,1.21,103,0,0,0,0,0
0.08,0.61,0.31,"GEKASGEORGEW","PA",17,"NA",1.71,4.26,0,0.67,0.91,104,0,0,0,0,0
0.08,0.6,0.32,"GEKASGEORGEW","PA",17,0.86,1.71,4.28,0,0.67,1.02,105,0,0,0,0,0
0.05,0.55,0.4,"GEKASGEORGEW","PA",17,"NA",1.71,4.26,0,0.67,1.14,106,0,0,0,0,0
0.01,0.5,0.49,"GEKASGEORGEW","PA",17,0.83,1.71,4.27,0,0.6,1.13,107,0,0,1,0,0
0.01,0.75,0.24,"HARRISONFRANK","PA",11,0.14,0.01,3.88,0,0.8,1.31,98,0,0,1,0,0
0.02,0.35,0.62,"JOHNSONNANCYL","CT",6,0.08,0.69,3.77,0,0.13,0.43,98,0,0,0,0,0
0.02,0.44,0.55,"JOHNSONNANCYL","CT",6,0.55,1.71,3.92,0,0.2,0.46,100,0,0,0,0,0
0.01,0.41,0.57,"JOHNSONNANCYL","CT",6,0.94,1.71,3.98,0,0.2,0.46,102,0,0,0,0,0
0,0.39,0.6,"JOHNSONNANCYL","CT",6,0.91,1.71,4.02,0,0.2,0.39,103,0,0,0,0,0
0.04,0.55,0.4,"JOHNSONNANCYL","CT",6,0.66,1.71,4.01,0,0.2,0.29,104,1,0,0,0,0
0.03,0.43,0.53,"JOHNSONNANCYL","CT",6,0.01,1.71,4,0,0.13,0.33,105,0,0,0,0,0
0.02,0.48,0.5,"JOHNSONNANCYL","CT",6,0.37,1.71,3.95,0,0.13,0.37,106,0,0,0,0,0
0.01,0.5,0.49,"JOHNSONNANCYL","CT",5,0.22,1.71,4.08,0,0.2,"NA",108,0,0,0,0,0
0.01,0.79,0.21,"KAPTURMARCY","OH",9,0.37,1.21,3.78,0,0.33,0.97,98,0,0,0,0,0
0.01,0.72,0.27,"KAPTURMARCY","OH",9,1.06,1.71,3.68,0,0.73,1.03,100,0,0,0,0,0
0.04,0.61,0.35,"KAPTURMARCY","OH",9,1.21,1.71,3.7,0,0.67,1.06,101,0,0,0,0,0
0.01,0.77,0.22,"KAPTURMARCY","OH",9,1.07,1.71,3.64,0,0.73,1.03,102,0,0,0,0,0
0.09,0.56,0.35,"KAPTURMARCY","OH",9,1.05,1.71,3.63,0,0.67,0.87,103,0,0,0,0,0
0.03,0.64,0.33,"KAPTURMARCY","OH",9,0.98,1.71,3.61,0,0.4,0.66,104,0,0,0,0,0
0.02,0.71,0.27,"KAPTURMARCY","OH",9,1.11,1.71,3.64,0,0.53,0.74,105,0,0,0,0,0
0.06,0.7,0.25,"KAPTURMARCY","OH",9,1.2,1.71,3.63,0,0.53,0.83,106,0,0,0,0,0
0.03,0.54,0.43,"KAPTURMARCY","OH",9,1.06,1.71,3.66,0,0.53,0.82,107,0,0,0,0,0
0.03,0.47,0.5,"KAPTURMARCY","OH",9,0.93,1.71,3.68,0,0.4,"NA",108,0,0,0,0,0
0.01,0.44,0.55,"KASICHJOHNR","OH",12,0.06,1.11,4.38,0,0.13,1.25,98,0,0,0,0,0
0.06,0.4,0.54,"KASICHJOHNR","OH",12,0.91,1.71,4.49,0,0.67,1.32,100,0,0,0,0,0
0,0.4,0.6,"KASICHJOHNR","OH",12,1.17,1.71,4.5,0,0.67,1.36,101,0,0,0,0,0
0.03,0.44,0.53,"KASICHJOHNR","OH",12,0.85,1.71,4.54,0,0.6,1.33,102,0,0,0,0,0
0.02,0.41,0.57,"KASICHJOHNR","OH",12,0.82,1.71,4.54,0,0.6,1.12,103,0,1,0,0,0
0.18,0.55,0.27,"KASICHJOHNR","OH",12,0.64,1.44,4.54,0,0.73,0.84,104,1,0,0,0,0
0.08,0.68,0.24,"KASICHJOHNR","OH",12,0.61,1.3,4.52,0,0.67,0.95,105,1,0,0,0,0
0.08,0.62,0.3,"KASICHJOHNR","OH",12,0.5,1.39,4.5,0,0.67,1.06,106,1,0,0,0,1
0.01,0.74,0.24,"KOLTERJOSEPHP","PA",4,0.42,0.68,4.24,0,0.8,0.79,98,0,0,0,0,0
0.01,0.72,0.26,"KOLTERJOSEPHP","PA",4,0.26,1.1,4.22,0,0.87,0.84,99,0,0,0,0,0
0,0.72,0.27,"KOLTERJOSEPHP","PA",4,0.42,1.3,4.13,0,0.8,0.83,100,0,0,0,0,0
0.02,0.57,0.41,"KOLTERJOSEPHP","PA",4,0.79,1.71,4.13,0,0.8,0.86,101,0,0,0,0,0
0.02,0.7,0.28,"KOLTERJOSEPHP","PA",4,0.23,1.12,4.18,0,0.67,0.83,102,0,0,1,0,0
0.01,0.77,0.22,"LEHMANRICHARDH","CA",18,0.42,1.71,3.71,0,1.87,0.99,98,0,0,0,0,0
0,0.74,0.26,"LEHMANRICHARDH","CA",18,0.67,1.71,3.71,0,1.8,1.05,99,0,0,0,0,0
0,0.73,0.26,"LEHMANRICHARDH","CA",18,0.82,1.71,3.84,0,1.8,1.05,100,0,0,0,0,0
0,0.57,0.43,"LEHMANRICHARDH","CA",18,0.77,1.71,3.85,0,1.74,1.08,101,0,0,0,0,0
0.02,0.73,0.25,"LEHMANRICHARDH","CA",18,1.93,1.71,3.85,0,1.74,1.05,102,0,0,0,0,0
0.05,0.57,0.38,"LEHMANRICHARDH","CA",19,0.01,0.88,3.98,3.45,2,0.89,103,0,0,1,0,0
0.01,0.78,0.22,"LEVINSANDERM","MI",17,0.69,0.45,3.81,0,0.73,1.18,98,0,0,0,0,0
0,0.74,0.25,"LEVINSANDERM","MI",17,1.93,1.71,3.79,0,0.73,1.25,99,0,0,0,0,0
0,0.76,0.24,"LEVINSANDERM","MI",17,1.06,1.5,3.95,0,0.73,1.25,100,0,0,0,0,0
0.05,0.57,0.38,"LEVINSANDERM","MI",17,0.81,1.71,3.95,0,0.73,1.28,101,0,0,0,0,0
0.01,0.75,0.24,"LEVINSANDERM","MI",17,0.76,1.71,3.92,0,0.73,1.25,102,0,0,0,0,0
0.04,0.59,0.37,"LEVINSANDERM","MI",12,0.14,1.71,3.73,0,0.6,1.05,103,0,0,0,0,0
0.01,0.64,0.35,"LEVINSANDERM","MI",12,0.1,1.23,3.71,0,0.6,0.79,104,0,0,0,0,0
0.01,0.69,0.3,"LEVINSANDERM","MI",12,0.33,1.71,3.73,0,0.67,0.89,105,0,0,0,0,0
0.01,0.73,0.26,"LEVINSANDERM","MI",12,0.27,1.71,3.7,0,0.67,1,106,0,0,0,0,0
0.01,0.59,0.4,"LEVINSANDERM","MI",12,0.65,1.71,3.74,0,0.6,0.99,107,0,0,0,0,0
0.01,0.52,0.47,"LEVINSANDERM","MI",12,0.76,1.06,3.77,0,0.4,"NA",108,0,0,0,0,0
0,0.8,0.19,"LEVINEMEL","CA",27,0.45,1.71,3.65,0,1.87,1.48,98,0,0,0,0,0
0.01,0.75,0.24,"LEVINEMEL","CA",27,0.26,1.32,3.65,0,1.8,1.58,99,0,0,0,0,0
0.01,0.76,0.22,"LEVINEMEL","CA",27,0.58,1.71,3.78,0,1.8,1.57,100,0,0,0,0,0
0.01,0.63,0.37,"LEVINEMEL","CA",27,0.75,1.32,3.8,0,1.74,1.62,101,0,0,0,0,0
0.02,0.76,0.21,"LEVINEMEL","CA",27,0.42,1.71,3.8,0,1.74,1.57,102,0,0,0,1,0
0.01,0.43,0.56,"LEWISTHOMASF","FL",16,0.42,0.48,5.01,0,0.87,1.19,103,0,0,0,0,1
0.03,0.68,0.29,"LIPINSKIWILLIAMO","IL",5,0.98,0.45,4.27,0,0.8,0.45,98,0,0,0,0,0
0.01,0.67,0.33,"LIPINSKIWILLIAMO","IL",5,0.52,1.11,4.21,0,0.87,0.47,99,0,0,0,0,0
0,0.68,0.31,"LIPINSKIWILLIAMO","IL",5,0.79,1.71,4.33,0,0.87,0.47,100,0,0,0,0,0
0.01,0.58,0.41,"LIPINSKIWILLIAMO","IL",5,0.44,1.71,4.29,0,0.93,0.49,101,0,0,0,0,0
0.01,0.71,0.28,"LIPINSKIWILLIAMO","IL",5,0.7,1.71,4.28,0,1,0.47,102,0,0,0,0,0
0.01,0.56,0.43,"LIPINSKIWILLIAMO","IL",3,0.52,0.38,3.81,0,0.73,0.4,103,0,0,0,0,0
0.02,0.59,0.39,"LIPINSKIWILLIAMO","IL",3,0.16,1.71,3.83,0,0.67,0.3,104,0,0,0,0,0
0.01,0.65,0.35,"LIPINSKIWILLIAMO","IL",3,0.66,1.71,3.84,0,0.67,0.34,105,0,0,0,0,0
0.01,0.66,0.33,"LIPINSKIWILLIAMO","IL",3,0.86,1.71,3.81,0,0.67,0.38,106,0,0,0,0,0
0.19,0.36,0.45,"LIPINSKIWILLIAMO","IL",3,0.99,1.38,3.84,0,0.67,0.37,107,0,0,0,0,0
0.25,0.33,0.42,"LIPINSKIWILLIAMO","IL",3,"NA",1.71,3.86,0,0.6,"NA",108,0,0,0,0,1
0.02,0.49,0.49,"MACKCONNIEIII","FL",13,1.93,1.71,4.47,0,0.33,1.56,99,0,0,0,0,0
0.01,0.5,0.49,"MACKCONNIEIII","FL",13,0.97,1.71,4.62,0,0.2,1.55,100,0,0,0,1,0
0.01,0.7,0.29,"MACKAYBUDDY","FL",6,0.44,1.71,2.94,0,0.47,0.38,98,0,0,0,0,0
0.03,0.65,0.32,"MACKAYBUDDY","FL",6,1.91,1.71,2.92,0,0.53,0.41,99,0,0,0,0,0
0.01,0.45,0.54,"MCCAINJOHN","AZ",1,0.71,0.18,4.75,0,0.2,1.06,98,0,0,0,0,0
0.03,0.46,0.5,"MCCAINJOHN","AZ",1,1.09,1.71,4.8,0,0.27,1.13,99,0,0,0,1,0
0.04,0.52,0.44,"MCCANDLESSALFREDAAL","CA",37,0.41,0.05,3.85,0,1.13,1.59,98,0,0,0,0,0
0.07,0.57,0.36,"MCCANDLESSALFREDAAL","CA",37,0.53,1.08,3.95,0,1.2,1.69,99,0,0,0,0,0
0.07,0.59,0.34,"MCCANDLESSALFREDAAL","CA",37,0.53,1.19,3.78,0,1.13,1.69,100,0,0,0,0,0
0,0.41,0.59,"MCCANDLESSALFREDAAL","CA",37,0.62,1.13,3.84,0,1.2,1.73,101,0,0,0,0,0
0.03,0.58,0.39,"MCCANDLESSALFREDAAL","CA",37,0.1,0.81,3.85,0,1.13,1.69,102,0,0,0,0,0
0.05,0.4,0.55,"MCCANDLESSALFREDAAL","CA",44,0.29,0.85,3.69,3.45,1.47,1.43,103,0,0,0,0,1
0.01,0.74,0.25,"MCCLOSKEYFRANK","IN",8,0.06,1.71,3.36,0,0.33,1.02,98,0,0,0,0,0
0.02,0.69,0.29,"MCCLOSKEYFRANK","IN",8,0.13,1.33,3.29,0,0.4,1.08,100,0,0,0,0,0
0.09,0.54,0.37,"MCCLOSKEYFRANK","IN",8,0.46,1.32,3.29,0,0.4,1.11,101,0,0,0,0,0
0,0.74,0.25,"MCCLOSKEYFRANK","IN",8,0.18,1.32,3.24,0,0.53,1.08,102,0,0,0,0,0
0.06,0.54,0.4,"MCCLOSKEYFRANK","IN",8,0.14,1.71,3.24,0,0.47,0.91,103,0,0,1,0,0
0.02,0.35,0.63,"MCKERNANJOHNRJR","ME",1,0.05,0.94,4.19,0,0.13,0.4,98,0,0,0,0,0
0.02,0.4,0.58,"MCKERNANJOHNRJR","ME",1,0.52,1.71,4.21,0,0.13,0.42,99,0,0,0,1,0
0.02,0.72,0.26,"MCNULTYJAMESFJR","AZ",5,0.03,1.11,1.99,0,0.13,0.88,98,0,0,1,0,0
0.01,0.78,0.21,"MOODYJIM","WI",5,0.56,0.07,3.9,0,0.33,1.2,98,0,0,0,0,0
0.02,0.75,0.23,"MOODYJIM","WI",5,1.86,1.71,3.95,0,0.33,1.28,99,0,0,0,0,0
0.01,0.76,0.23,"MOODYJIM","WI",5,1.9,1.71,3.93,0,0.33,1.28,100,0,0,0,0,0
0.02,0.58,0.41,"MOODYJIM","WI",5,0.55,0.7,3.98,0,0.33,1.31,101,0,0,0,0,0
0.03,0.74,0.23,"MOODYJIM","WI",5,0.82,0.98,3.98,0,0.27,1.28,102,0,0,0,1,0
0.02,0.79,0.19,"MORRISONBRUCEA","CT",3,0.02,0.19,3.68,0,0.27,1.35,98,0,0,0,0,0
0.01,0.78,0.21,"MORRISONBRUCEA","CT",3,0.76,1.71,3.62,0,0.2,1.43,100,0,0,0,0,0
0.01,0.77,0.22,"MRAZEKROBERTJ","NY",3,0.26,0.52,3.54,0,1.13,1.18,98,0,0,0,0,0
0,0.74,0.26,"MRAZEKROBERTJ","NY",3,0.17,1.71,3.49,0,1.07,1.25,99,0,0,0,0,0
0.01,0.75,0.24,"MRAZEKROBERTJ","NY",3,0.46,1.71,3.48,0,1.27,1.25,100,0,0,0,0,0
0.01,0.62,0.37,"MRAZEKROBERTJ","NY",3,0.44,1.71,3.46,0,1.27,1.28,101,0,0,0,0,0
0.01,0.76,0.23,"MRAZEKROBERTJ","NY",3,0.41,1.71,3.62,0,1.27,1.25,102,0,0,0,1,0
0.01,0.53,0.46,"NIELSONHOWARDC","UT",3,1.04,0.15,5.88,0,0.13,1.75,98,0,0,0,0,0
0.02,0.51,0.46,"NIELSONHOWARDC","UT",3,0.96,1.71,5.93,0,0.2,1.86,99,0,0,0,0,0
0.01,0.51,0.48,"NIELSONHOWARDC","UT",3,0.66,1.71,5.72,0,0.13,1.85,100,0,0,0,0,0
0,0.39,0.61,"NIELSONHOWARDC","UT",3,0.71,1.71,5.63,0,0.13,1.91,101,0,0,0,0,1
0.01,0.69,0.29,"OLINJAMESR","VA",6,0.02,1.71,3.11,0,0.2,0.32,98,0,0,0,0,0
0,0.73,0.27,"ORTIZSOLOMONP","TX",27,0.6,0.02,3.02,0,1.27,0.7,98,0,0,0,0,0
0.02,0.69,0.29,"ORTIZSOLOMONP","TX",27,1.93,1.19,3.4,0,1.13,0.74,100,0,0,0,0,0
0.04,0.6,0.35,"ORTIZSOLOMONP","TX",27,1.93,1.71,3.58,0,1.13,0.76,101,0,0,0,0,0
0.04,0.65,0.31,"ORTIZSOLOMONP","TX",27,1.93,1.71,3.56,0,1.2,0.74,102,0,0,0,0,0
0.01,0.61,0.38,"ORTIZSOLOMONP","TX",27,0.25,1.71,3.51,3.45,1.4,0.63,103,0,0,0,0,0
0.01,0.57,0.42,"ORTIZSOLOMONP","TX",27,0.36,1.71,3.31,0,1.2,0.47,104,0,0,0,0,0
0.03,0.6,0.37,"ORTIZSOLOMONP","TX",27,0.6,0.68,3.44,0,1,0.53,105,0,0,0,0,0
0.01,0.68,0.31,"ORTIZSOLOMONP","TX",27,0.55,1.71,3.65,0,1.07,0.6,106,0,0,0,0,0
0.01,0.58,0.41,"ORTIZSOLOMONP","TX",27,0.59,1.71,3.66,0,1,0.59,107,0,0,0,0,0
0.28,0.38,0.33,"ORTIZSOLOMONP","TX",27,0.49,1.71,3.68,0,1.07,"NA",108,0,0,0,0,0
0.01,0.79,0.2,"OWENSMAJORR","NY",12,1.66,0.15,4.56,0,1.13,1.91,98,0,0,0,0,0
0.01,0.79,0.2,"OWENSMAJORR","NY",12,1.61,0.91,4.68,0,1.07,2.03,99,0,0,0,0,0
0.01,0.78,0.21,"OWENSMAJORR","NY",12,1.53,0.96,4.6,0,1.27,2.02,100,0,0,0,0,0
0.08,0.58,0.34,"OWENSMAJORR","NY",12,1.66,1.71,4.73,0,1.27,2.08,101,0,0,0,0,0
0.04,0.77,0.19,"OWENSMAJORR","NY",12,1.79,1.71,4.83,0,1.27,2.02,102,0,0,0,0,0
0.06,0.57,0.37,"OWENSMAJORR","NY",11,"NA",1.71,4.82,3.45,0.8,1.71,103,0,0,0,0,0
0.04,0.72,0.23,"OWENSMAJORR","NY",11,1.56,1.71,4.73,0,0.73,1.29,104,0,0,0,0,0
0.03,0.82,0.16,"OWENSMAJORR","NY",11,1.62,1.71,4.83,0,1,1.44,105,0,0,0,0,0
0.07,0.77,0.16,"OWENSMAJORR","NY",11,1.6,1.71,4.78,0,1.2,1.62,106,0,0,0,0,0
0.03,0.49,0.48,"OWENSMAJORR","NY",11,1.65,0.15,4.85,0,1.27,1.6,107,0,0,0,0,0
0.06,0.47,0.47,"OWENSMAJORR","NY",11,1.44,1.71,4.9,0,1.27,"NA",108,0,0,0,0,0
0.01,0.48,0.51,"PACKARDRON","CA",43,0.13,1.71,4.71,0,1.13,1.45,98,0,0,0,0,0
0.01,0.55,0.44,"PACKARDRON","CA",43,1.02,0.94,4.86,0,1.2,1.53,99,0,0,0,0,0
0.01,0.59,0.4,"PACKARDRON","CA",43,0.98,1.71,4.46,0,1.13,1.53,100,0,0,0,0,0
0.02,0.38,0.6,"PACKARDRON","CA",43,0.91,1.71,4.55,0,1.2,1.58,101,0,0,0,0,0
0,0.7,0.3,"PACKARDRON","CA",43,1.12,1.71,4.49,0,1.13,1.53,102,0,0,0,0,0
0.01,0.43,0.56,"PACKARDRON","CA",48,0.68,0.92,5.43,3.45,1.47,1.3,103,0,0,0,0,0
0.03,0.72,0.25,"PACKARDRON","CA",48,1.03,1.05,4.85,0,1.67,0.98,104,0,0,0,0,0
0.02,0.73,0.25,"PACKARDRON","CA",48,0.81,1.71,4.92,0,1.47,1.09,105,0,0,0,0,0
0.02,0.71,0.26,"PACKARDRON","CA",48,"NA",1.34,4.74,0,1.47,1.23,106,0,0,0,0,1
0.02,0.73,0.25,"PENNYTIMOTHYJ","MN",1,0.06,1.41,3.73,0,0.27,0.1,98,0,0,0,0,0
0.01,0.69,0.3,"PENNYTIMOTHYJ","MN",1,0.27,1.55,3.71,0,0.33,0.1,99,0,0,0,0,0
0.02,0.65,0.34,"PENNYTIMOTHYJ","MN",1,0.87,1.46,3.69,0,0.33,0.1,100,0,0,0,0,0
0,0.59,0.41,"PENNYTIMOTHYJ","MN",1,0.79,1.71,3.69,0,0.33,0.1,101,0,0,0,0,0
0.04,0.55,0.41,"PENNYTIMOTHYJ","MN",1,1.09,1.71,3.74,0,0.4,0.1,102,0,0,0,0,0
0.01,0.62,0.37,"PENNYTIMOTHYJ","MN",1,0.93,1.53,3.7,0,0.4,0.09,103,0,0,0,0,1
0.01,0.66,0.33,"RAYRICHARDB","GA",3,0.81,0.62,4.03,0,0.47,0.27,98,0,0,0,0,0
0.01,0.58,0.41,"RAYRICHARDB","GA",3,1.21,0.63,3.99,0,0.4,0.29,99,0,0,0,0,0
0.01,0.7,0.29,"REIDHARRY","NV",1,0.29,1.39,3.76,0,0.07,0.79,98,0,0,0,0,0
0.04,0.65,0.31,"REIDHARRY","NV",1,0.27,1.71,3.28,0,0.07,0.84,99,0,0,0,1,0
0.02,0.75,0.23,"RICHARDSONBILL","NM",3,0.56,0.14,2.71,0,0.07,0.92,98,0,0,0,0,0
0.05,0.7,0.25,"RICHARDSONBILL","NM",3,0.45,0.93,3.13,0,0.07,0.98,99,0,0,0,0,0
0.06,0.68,0.26,"RICHARDSONBILL","NM",3,0.82,1.71,3.09,0,0.07,0.98,100,0,0,0,0,0
0.01,0.6,0.39,"RICHARDSONBILL","NM",3,0.89,1.71,3.38,0,0.07,1,101,0,0,0,0,0
0.05,0.71,0.24,"RICHARDSONBILL","NM",3,0.95,1.71,3.33,0,0.07,0.98,102,0,0,0,0,0
0.01,0.62,0.37,"RICHARDSONBILL","NM",3,0.74,1.71,3.43,0,0.07,0.83,103,0,0,0,0,0
0.01,0.7,0.29,"RICHARDSONBILL","NM",3,0.58,1.71,3.5,0,0.07,0.62,104,0,0,0,0,0
0.67,0.27,0.06,"RICHARDSONBILL","NM",3,0.73,1.71,3.57,0,0.07,0.7,105,0,0,0,0,1
0.01,0.41,0.58,"RIDGETHOMASJ","PA",21,0.01,0.47,3.63,0,0.53,0.63,98,0,0,0,0,0
0.04,0.39,0.56,"RIDGETHOMASJ","PA",21,1.11,1.71,3.74,0,0.6,0.68,101,0,0,0,0,0
0.05,0.4,0.55,"RIDGETHOMASJ","PA",21,0.7,1.71,3.71,0,0.67,0.56,103,0,0,0,1,0
0.01,0.66,0.33,"ROWLANDJROY","GA",8,1.93,0.11,4.1,0,0.47,0.26,98,0,0,0,0,0
0.37,0.37,0.27,"ROWLANDJROY","GA",8,1.93,1.24,4.01,0,0.47,0.28,101,0,0,0,0,0
